date,milk,eggs,poultry,beef
2025-05-01,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-02,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-03,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-04,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-05,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-06,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-07,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-08,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-09,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-10,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-11,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-12,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-13,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-14,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-15,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-16,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-17,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-18,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-19,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-20,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-21,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-22,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-23,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-24,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-25,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-26,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-27,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-28,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-29,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-30,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-31,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-06-01,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-02,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-03,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-04,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-05,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-06,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-07,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-08,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-09,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-10,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-11,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-12,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-13,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-14,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-15,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-16,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-17,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-18,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-19,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-20,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-21,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-22,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-23,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-24,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-25,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-26,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-27,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-28,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-29,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-30,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-07-01,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-02,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-03,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-04,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-05,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-06,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-07,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-08,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-09,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-10,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-11,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-12,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-13,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-14,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-15,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-16,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-17,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-18,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-19,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-20,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-21,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-22,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-23,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-24,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-25,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-26,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-27,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-28,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-29,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-30,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-31,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-08-01,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-02,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-03,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-04,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-05,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-06,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-07,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-08,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-09,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-10,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-11,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-12,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-13,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-14,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-15,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-16,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-17,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-18,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-19,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-20,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-21,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-22,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-23,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-24,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-25,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-26,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-27,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-28,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-29,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-30,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-31,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-09-01,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-02,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-03,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-04,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-05,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-06,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-07,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-08,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-09,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-10,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-11,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-12,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-13,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-14,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-15,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-16,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-17,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-18,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-19,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-20,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-21,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-22,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-23,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-24,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-25,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-26,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-27,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-28,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-29,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-09-30,4395.150000000001,96525.88333333335,3475.616666666667,278.76666666666665
2025-10-01,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-02,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-03,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-04,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-05,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-06,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-07,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-08,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-09,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-10,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-11,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-12,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-13,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-14,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-15,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-16,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-17,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-18,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-19,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-20,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-21,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-22,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-23,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-24,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-25,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-26,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-27,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-28,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-29,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-30,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-10-31,4390.822580645162,96768.48387096776,2798.1935483870966,284.43548387096774
2025-11-01,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-02,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-03,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-04,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-05,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-06,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-07,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-08,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-09,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-10,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-11,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-12,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-13,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-14,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-15,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-16,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-17,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-18,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-19,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-20,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-21,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-22,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-23,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-24,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-25,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-26,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-27,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-28,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-29,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-11-30,4412.383333333334,81822.90000000001,1697.3666666666668,287.7
2025-12-01,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-02,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-03,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-04,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-05,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-06,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-07,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-08,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-09,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-10,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-11,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-12,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-13,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-14,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-15,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-16,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-17,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-18,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-19,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-20,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-21,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-22,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-23,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-24,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-25,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-26,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-27,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-28,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-29,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-30,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2025-12-31,4528.951612903226,102128.90322580645,3357.193548387097,257.3225806451613
2026-01-01,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-02,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-03,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-04,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-05,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-06,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-07,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-08,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-09,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-10,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-11,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-12,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-13,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-14,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-15,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-16,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-17,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-18,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-19,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-20,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-21,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-22,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-23,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-24,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-25,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-26,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-27,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-28,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-29,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-30,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-01-31,4597.6612903225805,94215.80645161291,3520.0967741935488,270.8387096774194
2026-02-01,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-02,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-03,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-04,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-05,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-06,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-07,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-08,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-09,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-10,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-11,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-12,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-13,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-14,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-15,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-16,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-17,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-18,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-19,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-20,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-21,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-22,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-23,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-24,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-25,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-26,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-27,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-02-28,4680.446428571428,91992.07142857143,3485.3214285714284,263.75
2026-03-01,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-02,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-03,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-04,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-05,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-06,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-07,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-08,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-09,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-10,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-11,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-12,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-13,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-14,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-15,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-16,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-17,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-18,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-19,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-20,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-21,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-22,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-23,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-24,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-25,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-26,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-27,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-28,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-29,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-30,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
2026-03-31,4798.274193548387,95633.83870967742,3148.5322580645166,0.0
